ID,Category,Wind Speed (mph),Rain Fall (in.),Flood Depth (in.),Diameter (mi.),Warning Time,Start Time (made landfall),End Time (< category 1),Path,Path Length (mi.),Deaths,Permanent Injuries,Less Severe Injuries,Buildings Destroyed
H-2000452,1,95,10,24,42,"Jun. 23, 2013 - 06:19:15","Jun. 28, 2013 - 07:22:28","Jun. 28, 2013 - 20:22:28","-35.545004, -64.187392 -> -36.829375, -66.796231 -> -39.914057, -68.266292 -> -47.739862, -65.55739 -> -36.099417, -59.904724 -> -40.116272, -57.968648 -> -40.060069, -67.259673 -> -46.585186, -57.278324 -> -37.592659, -59.737841 -> -37.457631, -56.872153 -> -47.138153, -61.968685 -> -22.826226, -64.385017 -> -37.626792, -64.490355 -> -43.559911, -67.99785 -> -33.214658, -55.964706 -> -35.264121, -65.128109 -> -43.99471, -67.306175 -> -30.514781, -60.539425 -> -40.654268, -55.45645 -> -45.876704, -65.069874 -> -39.997231, -66.513791 -> -41.328539, -62.570892 -> -49.611641, -63.315044 -> -23.667021, -67.777105 -> -24.734232, -55.728163 -> -47.448637, -69.647705 -> -37.026149, -59.234083 -> -50.687869, -57.070697 -> -49.046497, -59.998869 -> -33.147259, -57.407182 -> -27.657055, -56.048723 -> -28.189428, -56.012247 -> -24.191863, -60.165722 -> -43.99783, -62.250196",110.0,2089,0,29544,7471
H-2000453,2,105,7,24,238,"Jun. 18, 1950 - 17:18:51","Jun. 29, 1950 - 12:49:06","Jun. 30, 1950 - 04:49:06","58.956319, -66.048027 -> 57.58239, -73.542831 -> 61.27825, -81.544523 -> 64.935059, -92.611733 -> 56.096458, -75.957293 -> 52.91796, -61.023374 -> 53.821067, -137.227882 -> 60.611501, -65.707277 -> 65.032918, -120.728167 -> 59.651181, -123.060539 -> 52.826146, -94.812564 -> 49.717295, -77.372087 -> 65.659524, -132.961544 -> 56.404977, -138.56072 -> 64.145701, -58.420553 -> 63.627319, -72.113516 -> 52.682924, -59.062607 -> 68.052911, -60.336078 -> 67.552937, -140.655362 -> 68.139823, -98.778029 -> 65.14741, -87.993993 -> 58.521689, -105.361192 -> 61.449367, -105.499475 -> 56.050716, -78.006036 -> 58.052318, -72.806117 -> 53.715873, -128.316208 -> 64.219989, -112.53066 -> 65.130542, -102.483297 -> 64.56469, -130.628637 -> 57.606928, -108.892156 -> 51.090728, -88.64761 -> 68.461798, -82.104441 -> 63.908581, -96.701552 -> 67.636616, -124.426655",138.0,3741,0,67534,12765
H-2000454,4,153,28,116,223,"May 24, 1880 - 20:30:51","May 30, 1880 - 15:31:50","May 31, 1880 - 09:31:50","43.507658, -121.054469 -> 43.606315, -122.85072 -> 30.972348, -104.198667 -> 35.218579, -101.971298 -> 45.351692, -118.548068 -> 36.056327, -84.936291 -> 44.275607, -70.875911 -> 34.375152, -88.259087 -> 44.924682, -89.691445 -> 42.090606, -102.576938 -> 49.3757, -96.238426 -> 37.467221, -79.076988 -> 40.988383, -109.663542 -> 46.467464, -120.026722 -> 42.950857, -76.04781 -> 46.431084, -111.432137 -> 37.016863, -119.475066 -> 30.715394, -80.063437 -> 40.485657, -113.113268 -> 31.618208, -78.867592 -> 42.851153, -106.035602 -> 48.597166, -85.345627 -> 32.614041, -99.575669 -> 47.99928, -115.922497 -> 38.076754, -108.190912 -> 38.418431, -112.382546 -> 32.316778, -85.380142 -> 35.059048, -83.639631 -> 37.345369, -118.458369 -> 38.991104, -92.219164 -> 47.284847, -98.726474 -> 43.168434, -119.848927 -> 49.463399, -73.629539 -> 30.80871, -106.169067",160.0,22648,72088,342417,82269
H-2000455,1,95,10,10,94,"Aug. 27, 1968 - 11:25:50","Sep. 1, 1968 - 20:50:05","Sep. 2, 1968 - 11:50:05","78.745354, -49.499481 -> 78.595535, -30.186042 -> 78.132618, -24.821456 -> 60.406566, -34.794092 -> 62.237552, -39.107527 -> 62.279956, -50.955115 -> 62.577823, -52.274224 -> 64.406949, -46.827052 -> 65.911223, -23.800453 -> 79.77429, -44.257146 -> 75.735363, -36.667711 -> 62.344786, -21.600008 -> 69.883858, -33.044019 -> 68.177299, -47.198381 -> 61.306803, -45.932549 -> 64.541214, -39.499707 -> 71.42481, -38.681802 -> 73.400886, -50.041277 -> 64.109682, -48.289184 -> 72.243819, -23.537074 -> 63.057585, -28.75018 -> 75.127804, -55.283574 -> 79.560893, -34.815136 -> 81.902591, -25.538453 -> 70.302617, -31.915572 -> 76.5994, -40.232739 -> 80.957021, -53.107954 -> 82.937945, -35.213791 -> 67.258699, -28.707551 -> 75.171952, -45.032454 -> 80.892734, -44.533598 -> 68.220794, -23.768872 -> 73.773491, -28.149415 -> 66.173232, -52.967494",114.0,79,0,1294,273
H-2000456,2,104,10,13,284,"Feb. 12, 1932 - 14:46:04","Feb. 22, 1932 - 12:19:57","Feb. 23, 1932 - 02:19:57","-24.445923, -65.387006 -> -34.919167, -56.682714 -> -35.74427, -67.437423 -> -46.485105, -64.016701 -> -45.455813, -57.059326 -> -43.899609, -55.974158 -> -23.634264, -68.17401 -> -38.839409, -65.819497 -> -36.150764, -66.200008 -> -40.452874, -67.313546 -> -31.343838, -68.430997 -> -23.781898, -64.588157 -> -41.949203, -62.124442 -> -30.545538, -65.039506 -> -45.991444, -62.371615 -> -51.02955, -55.712608 -> -37.5441, -56.579819 -> -46.157379, -68.579747 -> -30.943624, -67.429518 -> -30.487519, -66.901482 -> -21.871861, -56.01765 -> -28.00319, -62.680584 -> -48.37883, -57.647593 -> -36.338991, -64.134141 -> -23.025682, -62.787762 -> -40.254587, -65.141907 -> -33.137559, -60.081465 -> -43.186509, -59.443968 -> -27.019276, -58.981193 -> -31.502142, -55.880524 -> -26.090816, -57.459586 -> -22.14144, -65.998375 -> -46.340628, -55.671339 -> -26.876388, -59.531809",126.0,2466,0,36411,11130
H-2000457,2,109,9,2,339,"Mar. 20, 2004 - 21:51:54","Mar. 25, 2004 - 06:06:12","Mar. 25, 2004 - 22:06:12","-3.526304, 129.369546 -> -2.01335, 109.058394 -> 4.281777, 125.581324 -> 5.583231, 100.712156 -> -8.591985, 115.425202 -> -8.277468, 128.252943 -> 7.736098, 113.405947 -> -1.074428, 139.79074 -> 0.199576, 121.066446 -> -2.690848, 124.437305 -> 2.200501, 116.010126 -> 4.803221, 119.66402 -> -5.353501, 99.609833 -> -0.566761, 131.942823 -> 4.48973, 115.067125 -> -5.300273, 128.205685 -> -1.154104, 99.451745 -> 0.214456, 100.6721 -> 3.799127, 117.898441 -> -3.037432, 107.071266 -> 6.643956, 120.958463 -> 7.298029, 116.575374 -> -7.150458, 98.764251 -> -7.305915, 131.44028 -> 7.957759, 105.4637 -> 4.063598, 109.659296 -> 1.618074, 138.95678 -> -3.974708, 130.136346 -> 2.020113, 131.454992 -> 0.205288, 103.628701 -> -4.343985, 119.971988 -> 7.254667, 140.344034 -> -7.252072, 117.62162 -> 2.793879, 134.953512",142.0,5489,0,102647,28792
H-2000458,2,109,10,11,242,"Dec. 31, 1911 - 21:22:53","Jan. 6, 1912 - 21:00:36","Jan. 7, 1912 - 12:00:36","23.39336, 38.101125 -> 26.570869, 35.976712 -> 26.484471, 51.392166 -> 25.221888, 49.197054 -> 29.722995, 50.243633 -> 28.026604, 43.592496 -> 29.283967, 42.00277 -> 28.688019, 38.100159 -> 30.046707, 45.388624 -> 24.599688, 51.453906 -> 28.524606, 49.762845 -> 18.417928, 46.010655 -> 25.099038, 53.186543 -> 19.663469, 37.488113 -> 22.555281, 39.585329 -> 29.141316, 35.627967 -> 21.722303, 38.432123 -> 24.044873, 38.674195 -> 23.552384, 36.252884 -> 17.929484, 51.841429 -> 28.383756, 45.735687 -> 24.945095, 50.024608 -> 18.395336, 49.770056 -> 18.243374, 48.668667 -> 17.8559, 52.377753 -> 17.695583, 42.056455 -> 26.426293, 45.501255 -> 25.449115, 38.733416 -> 27.387211, 47.491054 -> 26.604488, 38.276166 -> 28.823022, 42.767595 -> 18.070887, 39.458567 -> 30.276745, 48.266761 -> 23.303954, 53.272363",142.0,9813,0,159512,41466
H-2000459,2,96,11,17,303,"Sep. 17, 1946 - 05:00:38","Sep. 25, 1946 - 08:52:02","Sep. 25, 1946 - 22:52:02","0.68194, 96.528484 -> -10.064094, 128.391791 -> 5.066893, 107.914902 -> 0.699887, 108.348779 -> 7.87472, 130.344237 -> 6.118313, 101.223535 -> 3.902212, 108.63207 -> -9.643456, 140.625592 -> 6.984531, 100.985126 -> 3.693659, 112.525856 -> 1.146463, 101.275307 -> -7.255614, 135.411024 -> 3.155901, 139.275405 -> 3.143773, 135.809697 -> -1.369147, 133.594176 -> 6.305489, 97.344737 -> 0.083886, 107.32597 -> 6.131184, 116.93118 -> -6.654181, 107.170028 -> 5.977981, 108.584997 -> -1.382632, 103.848644 -> 5.693478, 119.934266 -> 4.13142, 104.542512 -> -8.839046, 124.148785 -> 4.706039, 125.358837 -> -1.791079, 101.950404 -> -6.521663, 97.966445 -> 2.874245, 99.812486 -> 6.686743, 134.529768 -> -0.024876, 135.084915 -> -8.204677, 105.666208 -> 6.576622, 107.377783 -> 6.253645, 122.822714 -> -1.384814, 116.371562",128.0,4456,0,83229,18861
H-2000460,1,79,10,20,95,"Jan. 05, 1964 - 18:57:57","Jan. 16, 1964 - 06:12:26","Jan. 16, 1964 - 18:12:26","30.864742, 39.897385 -> 29.795438, 47.396199 -> 22.711402, 43.327411 -> 29.364005, 43.696209 -> 25.749009, 39.105453 -> 27.911007, 39.873974 -> 25.753826, 38.228905 -> 30.958751, 41.232728 -> 18.474239, 36.952557 -> 19.524346, 47.573929 -> 20.764181, 35.891867 -> 27.906104, 41.76143 -> 26.501951, 42.817813 -> 20.528607, 53.715028 -> 17.687594, 47.246575 -> 25.437404, 53.388031 -> 22.024277, 41.535796 -> 18.528404, 37.589354 -> 28.540167, 36.583829 -> 19.177105, 36.639373 -> 20.726141, 49.173528 -> 30.114794, 38.302757 -> 24.726278, 41.972511 -> 24.021691, 38.660435 -> 23.986138, 52.138747 -> 22.212039, 36.841851 -> 19.462728, 51.615517 -> 20.294948, 49.037426 -> 21.96143, 45.059639 -> 18.580468, 51.846939 -> 27.158322, 48.875514 -> 25.099888, 51.826964 -> 23.577661, 53.270428 -> 24.294453, 43.298194",128.0,12533,0,211990,41452
H-2000461,4,145,25,85,279,"Aug. 27, 1979 - 12:19:04","Sep. 3, 1979 - 13:00:35","Sep. 4, 1979 - 07:00:35","-2.539416, 110.235821 -> -2.181552, 96.783018 -> 7.190936, 124.030238 -> -6.481876, 114.848916 -> 2.687165, 110.593062 -> -7.322991, 117.435584 -> 1.132014, 121.571034 -> 2.651905, 106.921465 -> 0.289474, 115.677004 -> 8.127434, 113.03857 -> -6.090718, 133.432473 -> -1.93277, 98.353347 -> 0.421604, 101.067209 -> 4.72855, 126.689212 -> -4.683823, 130.81549 -> -3.137583, 104.033351 -> 4.83577, 138.771346 -> -6.544773, 128.171654 -> -9.836897, 130.98395 -> -2.213986, 123.155425 -> -3.862815, 105.902791 -> -1.365932, 133.660388 -> -3.864649, 131.639621 -> 0.715623, 117.13118 -> 1.526214, 108.292568 -> 1.823186, 134.572998 -> -7.621029, 97.049974 -> -1.247625, 116.358851 -> -3.903746, 102.310671 -> 3.687798, 127.298264 -> -6.552551, 118.647477 -> -4.861398, 114.336625 -> 2.094169, 122.675806 -> -1.245181, 124.466605",188.0,46289,154886,692482,193942
H-2000462,5,182,46,207,1177,"Nov. 16, 1918 - 15:23:24","Nov. 23, 1918 - 01:50:33","Nov. 23, 1918 - 23:50:33","-35.831328, -63.843421 -> -49.496814, -65.801442 -> -31.791963, -62.338887 -> -34.77428, -55.780397 -> -42.667448, -60.324807 -> -22.640915, -69.534223 -> -35.493158, -59.388524 -> -45.23497, -67.012464 -> -47.766022, -68.011221 -> -39.06459, -56.026359 -> -49.105636, -56.644644 -> -28.263802, -66.429401 -> -43.908867, -59.181902 -> -22.698195, -61.58288 -> -50.920728, -59.022329 -> -23.89816, -67.692661 -> -46.409581, -57.010797 -> -41.983862, -66.470123 -> -23.495042, -69.169072 -> -49.022337, -68.701175 -> -39.577564, -66.302266 -> -27.909893, -60.085309 -> -47.98617, -61.273817 -> -48.403157, -61.883126 -> -30.355129, -57.146247 -> -45.730403, -68.244091 -> -33.346913, -67.696995 -> -37.250689, -64.040588 -> -22.025672, -58.961108 -> -50.605102, -63.910215 -> -26.031273, -64.364646 -> -45.378184, -55.676946 -> -39.484819, -61.027552 -> -42.806322, -59.343918",203.0,92934,1421139,2606105,452127
H-2000463,3,113,16,40,137,"May 13, 1983 - 00:58:15","May 17, 1983 - 02:37:32","May 17, 1983 - 19:37:32","17.510492, -101.181317 -> 24.505156, -114.587244 -> 24.38847, -101.626392 -> 23.294715, -95.75525 -> 27.92696, -90.821936 -> 18.068304, -97.362826 -> 26.398004, -112.889511 -> 17.040265, -100.682787 -> 23.710757, -95.523821 -> 22.871409, -105.197357 -> 24.927765, -103.336922 -> 19.202798, -114.219399 -> 17.687838, -114.991313 -> 26.446764, -99.460237 -> 28.351498, -107.862624 -> 17.215151, -113.66612 -> 27.491988, -105.79178 -> 19.635229, -87.828394 -> 23.004452, -98.663816 -> 22.90957, -99.945212 -> 20.728795, -99.004321 -> 22.367218, -114.838054 -> 22.045724, -96.1486 -> 17.19995, -90.064906 -> 28.326894, -110.899818 -> 21.057689, -111.531015 -> 30.462414, -96.175527 -> 18.058007, -92.861517 -> 28.029152, -102.34591 -> 16.074714, -104.021303 -> 30.456443, -107.472238 -> 26.809628, -101.588183 -> 20.558846, -92.343657 -> 28.58907, -95.135462",144.0,34052,106208,660914,111857
H-2000464,5,178,32,144,414,"Aug. 11, 1979 - 06:25:36","Aug. 21, 1979 - 16:08:59","Aug. 22, 1979 - 14:08:59","27.111333, -0.872355 -> 27.647988, 1.153824 -> 29.902298, 4.893648 -> 20.873277, -6.715553 -> 34.800624, 4.180407 -> 24.015938, -4.712255 -> 27.901817, 7.271942 -> 30.801272, 5.954839 -> 36.464449, 7.339042 -> 21.91732, 2.144028 -> 34.548411, -3.674278 -> 28.513362, 10.067174 -> 26.407615, 2.858141 -> 25.880505, -3.302874 -> 22.213013, -3.501377 -> 27.644847, -1.302515 -> 24.153025, 10.449518 -> 23.444347, 11.523521 -> 35.979343, 1.529161 -> 35.341859, -0.777571 -> 19.681021, 11.387957 -> 29.412105, -4.708244 -> 20.056782, -5.495465 -> 28.905688, 9.688385 -> 32.996308, -1.669732 -> 26.511084, 7.688887 -> 26.159691, -0.47089 -> 36.052009, 8.330202 -> 24.921526, -2.174448 -> 29.417267, 8.850889 -> 33.293056, 9.304288 -> 32.7998, -4.617054 -> 25.368446, 6.358551 -> 24.70973, 2.832716",199.0,65280,971546,1264564,231305
H-2000465,3,113,15,30,323,"Feb. 2, 1966 - 01:26:13","Feb. 6, 1966 - 15:43:36","Feb. 7, 1966 - 08:43:36","29.697708, 71.827848 -> 21.976441, 76.83071 -> 19.214448, 78.991567 -> 20.444358, 80.400285 -> 25.056692, 75.277873 -> 22.720504, 71.96547 -> 24.403489, 78.955917 -> 13.336112, 76.909906 -> 18.237771, 80.687284 -> 14.919963, 71.739662 -> 17.483519, 84.470323 -> 17.828308, 85.043566 -> 24.79097, 77.437277 -> 15.38428, 79.201554 -> 24.721981, 79.612578 -> 15.501112, 71.57415 -> 12.36947, 76.965566 -> 29.715986, 74.2988 -> 16.664514, 71.621852 -> 28.79313, 70.642409 -> 26.808919, 83.357377 -> 9.063572, 68.541588 -> 13.055733, 68.53575 -> 12.693369, 73.786715 -> 26.517552, 86.823646 -> 10.8698, 80.325091 -> 29.286602, 68.772751 -> 10.667576, 77.3598 -> 19.054551, 84.214163 -> 9.239506, 84.655959 -> 27.691114, 72.341323 -> 24.612128, 71.381762 -> 24.919477, 70.072108 -> 16.53772, 69.024928",140.0,142435,534391,2230870,574854
H-2000466,2,96,7,12,282,"Feb. 17, 1930 - 00:33:36","Feb. 22, 1930 - 04:47:21","Feb. 22, 1930 - 19:47:21","23.035441, -113.428474 -> 26.480736, -108.386764 -> 18.050622, -97.894158 -> 26.260248, -89.07884 -> 24.183686, -104.889951 -> 29.233025, -100.758009 -> 28.757345, -101.606589 -> 19.173624, -95.522648 -> 25.80297, -113.563211 -> 28.829877, -114.507681 -> 22.770082, -106.919189 -> 27.419197, -109.635041 -> 30.042491, -98.818399 -> 28.06423, -96.856846 -> 21.50365, -90.348638 -> 29.98562, -89.223544 -> 18.645594, -113.259946 -> 22.864467, -114.544962 -> 25.745198, -105.946121 -> 23.818664, -97.73951 -> 16.511808, -104.756534 -> 25.424202, -104.794739 -> 16.335703, -102.72983 -> 16.174863, -115.057926 -> 28.622999, -93.8119 -> 27.259825, -90.061695 -> 23.469836, -93.263175 -> 24.578697, -88.248779 -> 21.750958, -101.996614 -> 26.839704, -90.504177 -> 28.052763, -102.323445 -> 23.083131, -109.058438 -> 16.43972, -100.948369 -> 18.938187, -105.170008",135.0,6803,0,109873,28484
H-2000467,3,113,13,22,215,"Dec. 14, 1930 - 15:25:01","Dec. 19, 1930 - 02:24:48","Dec. 19, 1930 - 21:24:48","24.014323, -1.83215 -> 21.616634, 8.758366 -> 29.05757, 7.088122 -> 19.3426, 8.910918 -> 25.53518, -2.382442 -> 22.525306, 9.973855 -> 27.006603, -8.420575 -> 26.276846, 10.871352 -> 29.539422, 0.428525 -> 30.314433, -5.316644 -> 29.396276, 8.937029 -> 25.077409, 7.579588 -> 20.166966, -6.633125 -> 26.299677, -3.000165 -> 34.128964, 6.220407 -> 21.51654, -4.379468 -> 27.023373, -6.651895 -> 24.860741, -1.448732 -> 33.290126, -6.648282 -> 23.464113, -3.133659 -> 22.888771, 5.747589 -> 34.134231, 10.145855 -> 26.102389, 0.415396 -> 34.812146, 6.833267 -> 20.277903, -8.552583 -> 25.541494, -6.028238 -> 32.305305, 11.580807 -> 25.237457, -3.928527 -> 26.184392, -3.791389 -> 29.412091, -7.167469 -> 32.88136, -7.703943 -> 23.781456, 3.815774 -> 29.775114, -4.623973 -> 22.047775, 11.317423",170.0,23876,108549,511292,105416
H-2000468,4,152,32,112,536,"Apr. 19, 1871 - 17:24:46","Apr. 30, 1871 - 06:17:33","May 1, 1871 - 02:17:33","33.903471, 92.276572 -> 23.863558, 118.790615 -> 22.827932, 104.019072 -> 37.207977, 109.610072 -> 25.136696, 104.954299 -> 24.003543, 94.44405 -> 34.297868, 106.787365 -> 24.20745, 105.511629 -> 33.414271, 95.74896 -> 31.705129, 114.381007 -> 30.494368, 95.957796 -> 31.528467, 116.167211 -> 23.372231, 92.73556 -> 23.613245, 113.338366 -> 24.873938, 102.822088 -> 29.322777, 89.440667 -> 34.166631, 98.089841 -> 23.188046, 106.947665 -> 36.018039, 92.546726 -> 32.43186, 109.543428 -> 21.983972, 116.268145 -> 36.882481, 113.105403 -> 37.921974, 120.211673 -> 28.691767, 95.656124 -> 25.278093, 116.306069 -> 26.917481, 116.959659 -> 26.630022, 112.203815 -> 22.818224, 118.329532 -> 38.124072, 104.913372 -> 36.623914, 87.803621 -> 35.184983, 109.045595 -> 29.234288, 98.760502 -> 27.56136, 106.551899 -> 35.676829, 111.859353",187.0,125271,550383,2117065,503896
H-2000469,4,149,24,48,329,"Dec. 23, 1975 - 20:20:35","Jan. 3, 1976 - 03:03:26","Jan. 3, 1976 - 21:03:26","-10.109094, 17.045048 -> -7.982143, 15.481541 -> -7.238999, 22.901975 -> -2.643247, 19.265595 -> 2.19299, 25.187145 -> -11.896923, 20.83906 -> 0.48426, 22.878192 -> -12.815273, 25.881043 -> -9.63902, 25.033382 -> -12.379205, 12.878896 -> -1.101516, 26.204303 -> 2.821819, 16.742497 -> 3.754988, 24.702923 -> -6.476592, 26.347111 -> -1.885527, 28.253425 -> -11.369743, 19.715744 -> -1.02755, 21.462127 -> 0.169557, 22.756889 -> -10.783181, 21.691889 -> -8.64019, 16.508798 -> -10.853335, 18.39162 -> -9.598431, 26.096024 -> -4.516273, 18.244866 -> -7.250397, 14.243937 -> 2.967339, 21.422511 -> -11.157646, 17.05942 -> -8.97506, 15.664016 -> 1.312504, 18.098889 -> -8.179689, 28.74833 -> -5.336033, 20.119184 -> -1.519204, 18.514657 -> -7.53879, 26.433854 -> -5.747268, 13.62415 -> 0.588218, 19.016726",170.0,95219,388106,1563841,311875
H-2000470,1,76,8,7,65,"Dec. 23, 1893 - 07:08:00","Jan. 3, 1894 - 06:14:27","Jan. 3, 1894 - 20:14:27","65.818569, -31.442819 -> 60.87799, -47.942168 -> 80.493503, -38.150712 -> 62.045004, -24.322008 -> 76.169464, -29.15362 -> 82.864256, -50.90267 -> 62.463251, -31.422658 -> 79.542914, -38.307065 -> 64.933962, -43.533569 -> 78.833125, -44.490558 -> 66.135342, -22.731161 -> 67.159445, -47.967598 -> 82.203107, -45.209631 -> 82.507376, -53.461485 -> 64.56521, -52.834096 -> 63.400183, -40.058374 -> 60.840207, -27.773131 -> 62.922492, -54.205664 -> 77.146427, -32.585401 -> 72.769088, -38.602481 -> 69.35075, -30.219635 -> 71.096547, -43.607148 -> 65.935489, -48.18937 -> 68.544735, -56.178097 -> 67.143903, -25.908748 -> 77.066873, -49.84145 -> 69.058413, -37.451131 -> 80.956462, -40.755283 -> 75.721605, -22.167816 -> 80.064604, -26.861065 -> 70.869913, -53.038927 -> 76.274566, -49.428745 -> 75.819177, -46.64314 -> 76.147409, -56.053886",115.0,48,0,679,184
H-2000471,5,180,50,190,998,"Jan. 12, 1953 - 18:57:44","Jan. 22, 1953 - 00:51:55","Jan. 22, 1953 - 20:51:55","60.604442, -36.974556 -> 77.381873, -45.812527 -> 73.002826, -40.555665 -> 71.674285, -26.304811 -> 76.808019, -35.286004 -> 64.547319, -36.007786 -> 71.79113, -31.170755 -> 80.625692, -30.275711 -> 71.453792, -53.898522 -> 66.367877, -54.946164 -> 63.271416, -51.662878 -> 74.810736, -55.307739 -> 71.237734, -46.841435 -> 78.361801, -50.638787 -> 76.449622, -40.824903 -> 61.962168, -42.694588 -> 67.278884, -25.177454 -> 83.013119, -51.298588 -> 77.621703, -54.771636 -> 70.84482, -24.688284 -> 66.540591, -47.927861 -> 74.357638, -24.731654 -> 79.221481, -29.654803 -> 65.853281, -24.31531 -> 72.780608, -51.270351 -> 82.939593, -35.231567 -> 63.881363, -27.37804 -> 79.826785, -27.473414 -> 62.038932, -45.324886 -> 78.335676, -22.461513 -> 60.687387, -25.669599 -> 64.021014, -33.242509 -> 74.666114, -49.54061 -> 77.44542, -39.47847",210.0,810,12707,17363,3521
H-2000472,2,109,11,20,319,"Aug. 29, 2019 - 14:12:33","Sep. 3, 2019 - 08:45:13","Sep. 3, 2019 - 22:45:13","20.503976, -2.304191 -> 22.475154, 7.04925 -> 30.403058, 3.684666 -> 21.076894, -4.305468 -> 25.919656, 0.85921 -> 22.221418, -6.11275 -> 32.856131, -7.844679 -> 23.223004, 8.476214 -> 26.080351, -7.259598 -> 27.912654, -6.241506 -> 36.735836, 6.314304 -> 25.336167, 5.867666 -> 24.846347, 7.943012 -> 35.178648, 0.365215 -> 35.210444, 5.317919 -> 36.652786, 5.507865 -> 33.614627, 7.830521 -> 27.302843, -2.342611 -> 32.356038, -2.915363 -> 27.475818, -3.481045 -> 30.417934, -4.162048 -> 20.118607, -1.411743 -> 36.156727, 8.434609 -> 28.430948, 8.147303 -> 21.842238, 4.232939 -> 28.712078, -7.073557 -> 23.545928, -0.575927 -> 27.664219, 5.157702 -> 28.233973, -0.882736 -> 19.811314, -5.334289 -> 34.700514, 10.702218 -> 26.204429, -3.162258 -> 21.68326, 9.970743 -> 25.836841, -8.284114",121.0,4146,0,59914,17575
H-2000473,2,105,9,11,185,"Mar. 24, 1986 - 21:41:49","Apr. 3, 1986 - 14:30:04","Apr. 4, 1986 - 06:30:04","30.33674, 50.08821 -> 21.740012, 45.287679 -> 21.845718, 51.825127 -> 19.494211, 37.890254 -> 24.659131, 37.340994 -> 19.835317, 45.144249 -> 18.066399, 47.806023 -> 18.140277, 38.609857 -> 28.590448, 46.691406 -> 27.569716, 48.187763 -> 30.054925, 44.733598 -> 22.736172, 46.252228 -> 19.649057, 48.382296 -> 23.685614, 44.124329 -> 25.461705, 43.957376 -> 27.524465, 46.802633 -> 23.364887, 41.24399 -> 20.576335, 53.204511 -> 22.818874, 38.879532 -> 22.559635, 38.248326 -> 30.546142, 41.97076 -> 25.580824, 38.56573 -> 26.920132, 53.317628 -> 21.525043, 46.197402 -> 17.958477, 42.359249 -> 29.335563, 48.68677 -> 24.910954, 42.464698 -> 23.23843, 52.981889 -> 27.767629, 51.74955 -> 20.393465, 50.95781 -> 30.928009, 36.260942 -> 21.73964, 53.604324 -> 26.065149, 41.978006 -> 29.130878, 53.674172",125.0,13733,0,246383,70239
H-2000474,1,82,6,16,50,"May. 25, 1959 - 07:27:24","Jun. 5, 1959 - 01:49:09","Jun. 5, 1959 - 13:49:09","18.895599, -95.428467 -> 18.575608, -101.201886 -> 23.29065, -104.932355 -> 29.969348, -105.184328 -> 17.899555, -107.888757 -> 21.144267, -89.984671 -> 29.285026, -107.559325 -> 20.785589, -109.444672 -> 26.359472, -88.743323 -> 24.098546, -114.520281 -> 15.434637, -95.124928 -> 25.929501, -113.963018 -> 27.36871, -113.730417 -> 22.956816, -114.789424 -> 26.361677, -100.082278 -> 18.404194, -107.064246 -> 24.432547, -88.776367 -> 20.270182, -96.467857 -> 26.507479, -98.266011 -> 22.808668, -96.794968 -> 22.732532, -112.354323 -> 16.869999, -106.03962 -> 25.037938, -111.241181 -> 29.406266, -112.026531 -> 23.220899, -106.433743 -> 22.143224, -112.471589 -> 26.923395, -106.46429 -> 22.822456, -108.583705 -> 21.13546, -94.451196 -> 23.590617, -94.674699 -> 26.656326, -108.235453 -> 28.449266, -114.935466 -> 18.410009, -103.876437 -> 30.337986, -89.685334",123.0,7754,0,114707,31456
